,target_gene,category,class,gene_descriptor,genomic_location_GRCh38,refseq_examples,similar_genes_functional,key_pathways,drug_associated_interactions,reference_gene,reference_gene_GenePTembedding,reference_description_GenePTembedding,target_name_GenePTembedding,target_description_GenePTembedding,reference_gene_description,target_gene_description
41,MYC,Gene-to-Gene interaction hubs,Interaction hub (transcription factor),Global regulator of proliferation and metabolism via E-box transcription; broadly dysregulated in cancer.,8q24.21,,"['MYCN', 'MYCL', 'MAX', 'MXD1']",,,MAX,"[-0.00814302 -0.01192634 -0.00980561 ... -0.01185245 -0.01125392
 -0.02506454]","[-0.05239242 -0.00561721 -0.02548997 ... -0.01099247 -0.01413785
 -0.01195374]","[-0.01787887 -0.02631487 -0.00856526 ... -0.00399349  0.0023301
 -0.01639577]","[-0.04821786 -0.02979015 -0.01801909 ... -0.01323421 -0.00964884
 -0.00450148]","Gene Symbol MAX The protein encoded by this gene is a member of the basic helix-loop-helix leucine zipper (bHLHZ) family of transcription factors. It is able to form homodimers and heterodimers with other family members, which include Mad, Mxi1 and Myc. Myc is an oncoprotein implicated in cell proliferation, differentiation and apoptosis. The homodimers and heterodimers compete for a common DNA target site (the E box) and rearrangement among these dimer forms provides a complex system of transcriptional regulation. Mutations of this gene have been reported to be associated with hereditary pheochromocytoma. A pseudogene of this gene is located on the long arm of chromosome 7. Alternative splicing results in multiple transcript variants.","Gene Symbol MYC This gene is a proto-oncogene and encodes a nuclear phosphoprotein that plays a role in cell cycle progression, apoptosis and cellular transformation. The encoded protein forms a heterodimer with the related transcription factor MAX. This complex binds to the E box DNA consensus sequence and regulates the transcription of specific target genes. Amplification of this gene is frequently observed in numerous human cancers. Translocations involving this gene are associated with Burkitt lymphoma and multiple myeloma in human patients. There is evidence to show that translation initiates both from an upstream, in-frame non-AUG (CUG) and a downstream AUG start site, resulting in the production of two isoforms with distinct N-termini."
42,MYC,Gene-to-Gene interaction hubs,Interaction hub (transcription factor),Global regulator of proliferation and metabolism via E-box transcription; broadly dysregulated in cancer.,8q24.21,,"['MYCN', 'MYCL', 'MAX', 'MXD1']",,,MXD1,"[-0.02123387 -0.00152769 -0.01441443 ... -0.01710209 -0.01236191
 -0.02678302]","[-0.03962741 -0.01072256 -0.00552902 ... -0.01385381 -0.0190901
 -0.00629868]","[-0.01787887 -0.02631487 -0.00856526 ... -0.00399349  0.0023301
 -0.01639577]","[-0.04821786 -0.02979015 -0.01801909 ... -0.01323421 -0.00964884
 -0.00450148]","Gene Symbol MXD1 This gene encodes a member of the MYC/MAX/MAD network of basic helix-loop-helix leucine zipper transcription factors. The MYC/MAX/MAD transcription factors mediate cellular proliferation, differentiation and apoptosis. The encoded protein antagonizes MYC-mediated transcriptional activation of target genes by competing for the binding partner MAX and recruiting repressor complexes containing histone deacetylases. Mutations in this gene may play a role in acute leukemia, and the encoded protein is a potential tumor suppressor. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene.","Gene Symbol MYC This gene is a proto-oncogene and encodes a nuclear phosphoprotein that plays a role in cell cycle progression, apoptosis and cellular transformation. The encoded protein forms a heterodimer with the related transcription factor MAX. This complex binds to the E box DNA consensus sequence and regulates the transcription of specific target genes. Amplification of this gene is frequently observed in numerous human cancers. Translocations involving this gene are associated with Burkitt lymphoma and multiple myeloma in human patients. There is evidence to show that translation initiates both from an upstream, in-frame non-AUG (CUG) and a downstream AUG start site, resulting in the production of two isoforms with distinct N-termini."
43,SRC,Gene-to-Gene interaction hubs,Interaction hub (non-receptor tyrosine kinase),"Pleiotropic kinase activated downstream of many receptors; controls adhesion, migration, proliferation.",20q11.23,,"['YES1', 'FYN', 'LYN', 'ABL1', 'PTK2']",,,YES1,"[ 0.0095252  -0.01563074 -0.00998828 ... -0.01716959  0.0041036
 -0.03621999]","[-0.03127978 -0.0270792  -0.03083066 ... -0.01721181  0.00244869
 -0.01336788]","[ 0.00452893 -0.01708579 -0.00244435 ... -0.02858449 -0.01611228
 -0.00232443]","[-0.03037352 -0.0288403  -0.02278675 ... -0.00929842 -0.01664067
  0.01461841]","Gene Symbol YES1 This gene is the cellular homolog of the Yamaguchi sarcoma virus oncogene. The encoded protein has tyrosine kinase activity and belongs to the src family of proteins. This gene lies in close proximity to thymidylate synthase gene on chromosome 18, and a corresponding pseudogene has been found on chromosome 22.",Gene Symbol SRC This gene is highly similar to the v-src gene of Rous sarcoma virus. This proto-oncogene may play a role in the regulation of embryonic development and cell growth. The protein encoded by this gene is a tyrosine-protein kinase whose activity can be inhibited by phosphorylation by c-SRC kinase. Mutations in this gene could be involved in the malignant progression of colon cancer. Two transcript variants encoding the same protein have been found for this gene.
44,SRC,Gene-to-Gene interaction hubs,Interaction hub (non-receptor tyrosine kinase),"Pleiotropic kinase activated downstream of many receptors; controls adhesion, migration, proliferation.",20q11.23,,"['YES1', 'FYN', 'LYN', 'ABL1', 'PTK2']",,,FYN,"[ 0.00241069 -0.04063788 -0.02311192 ... -0.00603284  0.0092308
 -0.01892245]","[-0.03756614 -0.03454418 -0.02430597 ... -0.01621701 -0.00361789
 -0.00527867]","[ 0.00452893 -0.01708579 -0.00244435 ... -0.02858449 -0.01611228
 -0.00232443]","[-0.03037352 -0.0288403  -0.02278675 ... -0.00929842 -0.01664067
  0.01461841]",Gene Symbol FYN This gene is a member of the protein-tyrosine kinase oncogene family. It encodes a membrane-associated tyrosine kinase that has been implicated in the control of cell growth. The protein associates with the p85 subunit of phosphatidylinositol 3-kinase and interacts with the fyn-binding protein. Alternatively spliced transcript variants encoding distinct isoforms exist.,Gene Symbol SRC This gene is highly similar to the v-src gene of Rous sarcoma virus. This proto-oncogene may play a role in the regulation of embryonic development and cell growth. The protein encoded by this gene is a tyrosine-protein kinase whose activity can be inhibited by phosphorylation by c-SRC kinase. Mutations in this gene could be involved in the malignant progression of colon cancer. Two transcript variants encoding the same protein have been found for this gene.
45,SRC,Gene-to-Gene interaction hubs,Interaction hub (non-receptor tyrosine kinase),"Pleiotropic kinase activated downstream of many receptors; controls adhesion, migration, proliferation.",20q11.23,,"['YES1', 'FYN', 'LYN', 'ABL1', 'PTK2']",,,LYN,"[-0.01253645 -0.01225816 -0.00012569 ... -0.00851445 -0.02288632
 -0.01978534]","[-0.03283723 -0.00876044 -0.00913213 ... -0.01967414 -0.0170082
 -0.00758127]","[ 0.00452893 -0.01708579 -0.00244435 ... -0.02858449 -0.01611228
 -0.00232443]","[-0.03037352 -0.0288403  -0.02278675 ... -0.00929842 -0.01664067
  0.01461841]","Gene Symbol LYN This gene encodes a tyrosine protein kinase, which maybe involved in the regulation of mast cell degranulation, and erythroid differentiation. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.",Gene Symbol SRC This gene is highly similar to the v-src gene of Rous sarcoma virus. This proto-oncogene may play a role in the regulation of embryonic development and cell growth. The protein encoded by this gene is a tyrosine-protein kinase whose activity can be inhibited by phosphorylation by c-SRC kinase. Mutations in this gene could be involved in the malignant progression of colon cancer. Two transcript variants encoding the same protein have been found for this gene.
46,SRC,Gene-to-Gene interaction hubs,Interaction hub (non-receptor tyrosine kinase),"Pleiotropic kinase activated downstream of many receptors; controls adhesion, migration, proliferation.",20q11.23,,"['YES1', 'FYN', 'LYN', 'ABL1', 'PTK2']",,,ABL1,"[-0.01001292 -0.00940502 -0.01544212 ... -0.0152325  -0.01164098
 -0.00320197]","[-0.03580018 -0.01684484 -0.02829621 ... -0.02694133 -0.02040141
  0.01093677]","[ 0.00452893 -0.01708579 -0.00244435 ... -0.02858449 -0.01611228
 -0.00232443]","[-0.03037352 -0.0288403  -0.02278675 ... -0.00929842 -0.01664067
  0.01461841]","Gene Symbol ABL1 This gene is a protooncogene that encodes a protein tyrosine kinase involved in a variety of cellular processes, including cell division, adhesion, differentiation, and response to stress. The activity of the protein is negatively regulated by its SH3 domain, whereby deletion of the region encoding this domain results in an oncogene. The ubiquitously expressed protein has DNA-binding activity that is regulated by CDC2-mediated phosphorylation, suggesting a cell cycle function. This gene has been found fused to a variety of translocation partner genes in various leukemias, most notably the t(9;22) translocation that results in a fusion with the 5' end of the breakpoint cluster region gene (BCR; MIM:151410). Alternative splicing of this gene results in two transcript variants, which contain alternative first exons that are spliced to the remaining common exons.",Gene Symbol SRC This gene is highly similar to the v-src gene of Rous sarcoma virus. This proto-oncogene may play a role in the regulation of embryonic development and cell growth. The protein encoded by this gene is a tyrosine-protein kinase whose activity can be inhibited by phosphorylation by c-SRC kinase. Mutations in this gene could be involved in the malignant progression of colon cancer. Two transcript variants encoding the same protein have been found for this gene.
47,SRC,Gene-to-Gene interaction hubs,Interaction hub (non-receptor tyrosine kinase),"Pleiotropic kinase activated downstream of many receptors; controls adhesion, migration, proliferation.",20q11.23,,"['YES1', 'FYN', 'LYN', 'ABL1', 'PTK2']",,,PTK2,"[-0.00881976 -0.0160879  -0.00938461 ...  0.003287   -0.01580208
 -0.00346734]","[-0.03978599 -0.01066296 -0.02747067 ... -0.01723371 -0.02221664
 -0.00857167]","[ 0.00452893 -0.01708579 -0.00244435 ... -0.02858449 -0.01611228
 -0.00232443]","[-0.03037352 -0.0288403  -0.02278675 ... -0.00929842 -0.01664067
  0.01461841]",Gene Symbol PTK2 This gene encodes a cytoplasmic protein tyrosine kinase which is found concentrated in the focal adhesions that form between cells growing in the presence of extracellular matrix constituents. The encoded protein is a member of the FAK subfamily of protein tyrosine kinases but lacks significant sequence similarity to kinases from other subfamilies. Activation of this gene may be an important early step in cell growth and intracellular signal transduction pathways triggered in response to certain neural peptides or to cell interactions with the extracellular matrix. Several transcript variants encoding different isoforms have been found for this gene.,Gene Symbol SRC This gene is highly similar to the v-src gene of Rous sarcoma virus. This proto-oncogene may play a role in the regulation of embryonic development and cell growth. The protein encoded by this gene is a tyrosine-protein kinase whose activity can be inhibited by phosphorylation by c-SRC kinase. Mutations in this gene could be involved in the malignant progression of colon cancer. Two transcript variants encoding the same protein have been found for this gene.
48,TP53,Genome importance → disease,Disease gene (tumour suppressor),Transcription factor regulating DNA damage responses; most commonly mutated in cancer; ‘guardian of the genome’.,17p13.1,['NM_000546'],"['ATM', 'ATR', 'CHEK1', 'CHEK2', 'RB1', 'MDM2']","['ATM–CHK2–p53 (G1 checkpoint)', 'ATR–CHK1–WEE1 (S/G2)']","[{'mechanism': 'DDR synthetic lethality in TP53/ATM mutant settings', 'agents_examples': ['ATR inhibitors', 'CHK1 inhibitors', 'WEE1 inhibitors', 'PARP inhibitor combinations']}]",ATM,"[-0.04853241 -0.0195451   0.00486907 ... -0.00651045 -0.00061466
 -0.01493411]","[-0.04752329 -0.02873804 -0.01124249 ... -0.0092363  -0.01361344
 -0.00317701]","[-0.02812712 -0.02880741  0.00575625 ... -0.00070563 -0.00561561
 -0.00297297]","[-0.03157945 -0.02399986 -0.00518603 ... -0.00146943 -0.0165361
  0.00477745]","Gene Symbol ATM The protein encoded by this gene belongs to the PI3/PI4-kinase family. This protein is an important cell cycle checkpoint kinase that phosphorylates; thus, it functions as a regulator of a wide variety of downstream proteins, including tumor suppressor proteins p53 and BRCA1, checkpoint kinase CHK2, checkpoint proteins RAD17 and RAD9, and DNA repair protein NBS1. This protein and the closely related kinase ATR are thought to be master controllers of cell cycle checkpoint signaling pathways that are required for cell response to DNA damage and for genome stability. Mutations in this gene are associated with ataxia telangiectasia, an autosomal recessive disorder.","Gene Symbol TP53 This gene encodes a tumor suppressor protein containing transcriptional activation, DNA binding, and oligomerization domains. The encoded protein responds to diverse cellular stresses to regulate expression of target genes, thereby inducing cell cycle arrest, apoptosis, senescence, DNA repair, or changes in metabolism. Mutations in this gene are associated with a variety of human cancers, including hereditary cancers such as Li-Fraumeni syndrome. Alternative splicing of this gene and the use of alternate promoters result in multiple transcript variants and isoforms. Additional isoforms have also been shown to result from the use of alternate translation initiation codons from identical transcript variants (PMIDs: 12032546, 20937277)."
49,TP53,Genome importance → disease,Disease gene (tumour suppressor),Transcription factor regulating DNA damage responses; most commonly mutated in cancer; ‘guardian of the genome’.,17p13.1,['NM_000546'],"['ATM', 'ATR', 'CHEK1', 'CHEK2', 'RB1', 'MDM2']","['ATM–CHK2–p53 (G1 checkpoint)', 'ATR–CHK1–WEE1 (S/G2)']","[{'mechanism': 'DDR synthetic lethality in TP53/ATM mutant settings', 'agents_examples': ['ATR inhibitors', 'CHK1 inhibitors', 'WEE1 inhibitors', 'PARP inhibitor combinations']}]",ATR,"[-0.04369815 -0.01790196 -0.01034367 ...  0.00281337 -0.00236897
 -0.01406683]","[-4.75202464e-02 -6.44842675e-03 -2.08999868e-02 ... -8.13843290e-05
 -7.83913583e-03 -1.61128666e-03]","[-0.02812712 -0.02880741  0.00575625 ... -0.00070563 -0.00561561
 -0.00297297]","[-0.03157945 -0.02399986 -0.00518603 ... -0.00146943 -0.0165361
  0.00477745]","Gene Symbol ATR The protein encoded by this gene is a serine/threonine kinase and DNA damage sensor, activating cell cycle checkpoint signaling upon DNA stress. The encoded protein can phosphorylate and activate several proteins involved in the inhibition of DNA replication and mitosis, and can promote DNA repair, recombination, and apoptosis. This protein is also important for fragile site stability and centrosome duplication. Defects in this gene are a cause of Seckel syndrome 1.","Gene Symbol TP53 This gene encodes a tumor suppressor protein containing transcriptional activation, DNA binding, and oligomerization domains. The encoded protein responds to diverse cellular stresses to regulate expression of target genes, thereby inducing cell cycle arrest, apoptosis, senescence, DNA repair, or changes in metabolism. Mutations in this gene are associated with a variety of human cancers, including hereditary cancers such as Li-Fraumeni syndrome. Alternative splicing of this gene and the use of alternate promoters result in multiple transcript variants and isoforms. Additional isoforms have also been shown to result from the use of alternate translation initiation codons from identical transcript variants (PMIDs: 12032546, 20937277)."
50,TP53,Genome importance → disease,Disease gene (tumour suppressor),Transcription factor regulating DNA damage responses; most commonly mutated in cancer; ‘guardian of the genome’.,17p13.1,['NM_000546'],"['ATM', 'ATR', 'CHEK1', 'CHEK2', 'RB1', 'MDM2']","['ATM–CHK2–p53 (G1 checkpoint)', 'ATR–CHK1–WEE1 (S/G2)']","[{'mechanism': 'DDR synthetic lethality in TP53/ATM mutant settings', 'agents_examples': ['ATR inhibitors', 'CHK1 inhibitors', 'WEE1 inhibitors', 'PARP inhibitor combinations']}]",CHEK1,"[-0.01294401 -0.00150974 -0.00892032 ...  0.00016442  0.01303267
 -0.01344868]","[-0.03777657 -0.01354403 -0.0226345  ... -0.00270488  0.00155301
 -0.00112976]","[-0.02812712 -0.02880741  0.00575625 ... -0.00070563 -0.00561561
 -0.00297297]","[-0.03157945 -0.02399986 -0.00518603 ... -0.00146943 -0.0165361
  0.00477745]","Gene Symbol CHEK1 The protein encoded by this gene belongs to the Ser/Thr protein kinase family. It is required for checkpoint mediated cell cycle arrest in response to DNA damage or the presence of unreplicated DNA. This protein acts to integrate signals from ATM and ATR, two cell cycle proteins involved in DNA damage responses, that also associate with chromatin in meiotic prophase I. Phosphorylation of CDC25A protein phosphatase by this protein is required for cells to delay cell cycle progression in response to double-strand DNA breaks. Several alternatively spliced transcript variants have been found for this gene.","Gene Symbol TP53 This gene encodes a tumor suppressor protein containing transcriptional activation, DNA binding, and oligomerization domains. The encoded protein responds to diverse cellular stresses to regulate expression of target genes, thereby inducing cell cycle arrest, apoptosis, senescence, DNA repair, or changes in metabolism. Mutations in this gene are associated with a variety of human cancers, including hereditary cancers such as Li-Fraumeni syndrome. Alternative splicing of this gene and the use of alternate promoters result in multiple transcript variants and isoforms. Additional isoforms have also been shown to result from the use of alternate translation initiation codons from identical transcript variants (PMIDs: 12032546, 20937277)."
51,TP53,Genome importance → disease,Disease gene (tumour suppressor),Transcription factor regulating DNA damage responses; most commonly mutated in cancer; ‘guardian of the genome’.,17p13.1,['NM_000546'],"['ATM', 'ATR', 'CHEK1', 'CHEK2', 'RB1', 'MDM2']","['ATM–CHK2–p53 (G1 checkpoint)', 'ATR–CHK1–WEE1 (S/G2)']","[{'mechanism': 'DDR synthetic lethality in TP53/ATM mutant settings', 'agents_examples': ['ATR inhibitors', 'CHK1 inhibitors', 'WEE1 inhibitors', 'PARP inhibitor combinations']}]",RB1,"[ 0.00311515 -0.02168613 -0.00703908 ... -0.0373133  -0.01906789
  0.01084306]","[-0.04077324 -0.02084519 -0.02328215 ... -0.00445794 -0.01548649
  0.02020319]","[-0.02812712 -0.02880741  0.00575625 ... -0.00070563 -0.00561561
 -0.00297297]","[-0.03157945 -0.02399986 -0.00518603 ... -0.00146943 -0.0165361
  0.00477745]","Gene Symbol RB1 The protein encoded by this gene is a negative regulator of the cell cycle and was the first tumor suppressor gene found. The encoded protein also stabilizes constitutive heterochromatin to maintain the overall chromatin structure. The active, hypophosphorylated form of the protein binds transcription factor E2F1. Defects in this gene are a cause of childhood cancer retinoblastoma (RB), bladder cancer, and osteogenic sarcoma.","Gene Symbol TP53 This gene encodes a tumor suppressor protein containing transcriptional activation, DNA binding, and oligomerization domains. The encoded protein responds to diverse cellular stresses to regulate expression of target genes, thereby inducing cell cycle arrest, apoptosis, senescence, DNA repair, or changes in metabolism. Mutations in this gene are associated with a variety of human cancers, including hereditary cancers such as Li-Fraumeni syndrome. Alternative splicing of this gene and the use of alternate promoters result in multiple transcript variants and isoforms. Additional isoforms have also been shown to result from the use of alternate translation initiation codons from identical transcript variants (PMIDs: 12032546, 20937277)."
52,TP53,Genome importance → disease,Disease gene (tumour suppressor),Transcription factor regulating DNA damage responses; most commonly mutated in cancer; ‘guardian of the genome’.,17p13.1,['NM_000546'],"['ATM', 'ATR', 'CHEK1', 'CHEK2', 'RB1', 'MDM2']","['ATM–CHK2–p53 (G1 checkpoint)', 'ATR–CHK1–WEE1 (S/G2)']","[{'mechanism': 'DDR synthetic lethality in TP53/ATM mutant settings', 'agents_examples': ['ATR inhibitors', 'CHK1 inhibitors', 'WEE1 inhibitors', 'PARP inhibitor combinations']}]",MDM2,"[-0.03213239 -0.00696202 -0.02662972 ... -0.00901715 -0.02466161
  0.00481316]","[-0.05069543 -0.00847743 -0.01754041 ... -0.00760562 -0.01202975
 -0.00141345]","[-0.02812712 -0.02880741  0.00575625 ... -0.00070563 -0.00561561
 -0.00297297]","[-0.03157945 -0.02399986 -0.00518603 ... -0.00146943 -0.0165361
  0.00477745]","Gene Symbol MDM2 This gene encodes a nuclear-localized E3 ubiquitin ligase. The encoded protein can promote tumor formation by targeting tumor suppressor proteins, such as p53, for proteasomal degradation. This gene is itself transcriptionally-regulated by p53. Overexpression or amplification of this locus is detected in a variety of different cancers. There is a pseudogene for this gene on chromosome 2. Alternative splicing results in a multitude of transcript variants, many of which may be expressed only in tumor cells.","Gene Symbol TP53 This gene encodes a tumor suppressor protein containing transcriptional activation, DNA binding, and oligomerization domains. The encoded protein responds to diverse cellular stresses to regulate expression of target genes, thereby inducing cell cycle arrest, apoptosis, senescence, DNA repair, or changes in metabolism. Mutations in this gene are associated with a variety of human cancers, including hereditary cancers such as Li-Fraumeni syndrome. Alternative splicing of this gene and the use of alternate promoters result in multiple transcript variants and isoforms. Additional isoforms have also been shown to result from the use of alternate translation initiation codons from identical transcript variants (PMIDs: 12032546, 20937277)."
53,VKORC1,Gene-to-Drug interactions,Gene-to-Drugs (pharmacogene/target),Vitamin K epoxide reductase; pharmacodynamic target of warfarin.,16p11.2,,,,"[{'drug_name': 'Warfarin', 'mechanism': 'Inhibits VKORC1'}]",,,,,,No Description,"Gene Symbol VKORC1 This gene encodes the catalytic subunit of the vitamin K epoxide reductase complex, which is responsible for the reduction of inactive vitamin K 2,3-epoxide to active vitamin K in the endoplasmic reticulum membrane. Vitamin K is a required co-factor for carboxylation of glutamic acid residues by vitamin K-dependent gamma-carboxylase in blood-clotting enzymes. Allelic variation in this gene is associated with vitamin k-dependent clotting factors combined deficiency of 2, and increased resistance or sensitivity to warfarin, an inhibitor of vitamin K epoxide reductase. Pseudogenes of this gene are located on chromosomes 1 and X. Alternative splicing results in multiple transcript variants."
54,,Negative-Control,,,,,,,,SLC40A1,"[-0.01529149  0.01113386  0.00143358 ... -0.00937976  0.00316676
 -0.0060155 ]","[-0.02834127  0.00038903  0.00501797 ... -0.03335923 -0.00193294
 -0.0013809 ]",,,Gene Symbol SLC40A1 The protein encoded by this gene is a cell membrane protein that may be involved in iron export from duodenal epithelial cells. Defects in this gene are a cause of hemochromatosis type 4 (HFE4).,No Description
55,,Negative-Control,,,,,,,,IGFN1,"[-0.02474217 -0.00388324 -0.0185128  ... -0.03920993  0.01644983
 -0.0232455 ]","[-0.03093378  0.00049854 -0.01669605 ... -0.04120237 -0.00766943
 -0.00361385]",,,Gene Symbol IGFN1 Predicted to be involved in homophilic cell adhesion via plasma membrane adhesion molecules; retina layer formation; and synapse assembly. Predicted to be located in Z disc and nucleus. Predicted to be active in synapse.,No Description
56,,Negative-Control,,,,,,,,H3-3B,"[-0.02547576 -0.00067611 -0.0047834  ... -0.01192169  0.00087222
 -0.00685732]","[-0.03570314  0.00102736 -0.00920327 ... -0.01438961 -0.00068009
 -0.00124868]",,,"Gene Symbol H3-3B Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Two molecules of each of the four core histones (H2A, H2B, H3, and H4) form an octamer, around which approximately 146 bp of DNA is wrapped in repeating units, called nucleosomes. The linker histone, H1, interacts with linker DNA between nucleosomes and functions in the compaction of chromatin into higher order structures. This gene contains introns and its mRNA is polyadenylated, unlike most histone genes. The protein encoded by this gene is a replication-independent histone that is a member of the histone H3 family. Pseudogenes of this gene have been identified on the X chromosome, and on chromosomes 5, 13 and 17.",No Description
57,,Negative-Control,,,,,,,,SLC25A2,"[-0.02139196  0.01131807  0.01256226 ... -0.02187358  0.00443826
 -0.00684302]","[-0.02909949 -0.00651062  0.00359229 ... -0.03812859 -0.01169913
 -0.02206969]",,,Gene Symbol SLC25A2 This intronless gene encodes a protein that localizes to the mitochondrial inner membrane and likely functions as a transporter of small molecules such as ornithine. This gene is located between the protocadherin beta and gamma gene clusters on chromosome 5.,No Description
58,,Negative-Control,,,,,,,,LINC01074,"[-0.03276753 -0.01607095  0.00816582 ... -0.01865169 -0.00978855
 -0.01406371]","[-0.03756343 -0.02675607  0.0025297  ... -0.01874237 -0.01630284
 -0.01177792]",,,Gene Symbol LINC01074,No Description
59,,Negative-Control,,,,,,,,NFATC4,"[-0.0259863  -0.00371233 -0.01040732 ...  0.0010977   0.00488043
 -0.02998025]","[-0.04267749 -0.01094446 -0.0111606  ... -0.0185224  -0.01049253
 -0.01503798]",,,"Gene Symbol NFATC4 This gene encodes a member of the nuclear factor of activated T cells (NFAT) protein family. The encoded protein is part of a DNA-binding transcription complex. This complex consists of at least two components: a preexisting cytosolic component that translocates to the nucleus upon T cell receptor stimulation and an inducible nuclear component. NFAT proteins are activated by the calmodulin-dependent phosphatase, calcineurin. The encoded protein plays a role in the inducible expression of cytokine genes in T cells, especially in the induction of interleukin-2 and interleukin-4. Alternative splicing results in multiple transcript variants.",No Description
60,,Negative-Control,,,,,,,,OR8H1,"[-0.01359353 -0.00505478 -0.00087267 ... -0.01067344  0.02095753
 -0.00867301]","[-0.01881602  0.00646678 -0.01696462 ... -0.01002514 -0.00085677
 -0.00648319]",,,"Gene Symbol OR8H1 Olfactory receptors interact with odorant molecules in the nose, to initiate a neuronal response that triggers the perception of a smell. The olfactory receptor proteins are members of a large family of G-protein-coupled receptors (GPCR) arising from single coding-exon genes. Olfactory receptors share a 7-transmembrane domain structure with many neurotransmitter and hormone receptors and are responsible for the recognition and G protein-mediated transduction of odorant signals. The olfactory receptor gene family is the largest in the genome. The nomenclature assigned to the olfactory receptor genes and proteins for this organism is independent of other organisms.",No Description
61,,Negative-Control,,,,,,,,MYADML,"[-0.02098946 -0.00197489 -0.01775263 ... -0.00312632 -0.01192064
 -0.00424566]","[-0.0334787  -0.01297937 -0.01945843 ... -0.00632682 -0.02472665
 -0.00450348]",,,Gene Symbol MYADML,No Description
62,,Negative-Control,,,,,,,,CTDSPL,"[-0.02047266  0.00975495  0.02462099 ... -0.00517126 -0.01328033
  0.01458287]","[-0.04578195 -0.00597561 -0.00270666 ... -0.00284806  0.00650796
  0.01380113]",,,Gene Symbol CTDSPL Predicted to enable RNA polymerase II CTD heptapeptide repeat phosphatase activity. Predicted to be involved in protein dephosphorylation. Predicted to act upstream of or within negative regulation of G1/S transition of mitotic cell cycle and negative regulation of protein phosphorylation. Located in extracellular exosome.,No Description
63,,Negative-Control,,,,,,,,TMEM65,"[-0.02850654 -0.02061658 -0.0177254  ... -0.00033206 -0.00136284
  0.00053788]","[-0.03837043 -0.01164322 -0.01254902 ... -0.02996667  0.00633741
 -0.03087247]",,,Gene Symbol TMEM65 Predicted to be involved in cardiac ventricle development and regulation of cardiac conduction. Located in intercalated disc; mitochondrial inner membrane; and plasma membrane.,No Description
64,,Negative-Control,,,,,,,,TCP11L2,"[-0.02535004 -0.0078478   0.02556426 ... -0.00852618 -0.01892327
 -0.01143251]","[-0.01941502 -0.02144172  0.01201175 ... -0.01148894 -0.01063695
 -0.01710432]",,,Gene Symbol TCP11L2 Predicted to be involved in signal transduction.,No Description
65,,Negative-Control,,,,,,,,TEX46,"[-0.03022829 -0.0126945  -0.00951914 ... -0.00136062  0.00153048
 -0.01572426]","[-0.01861738 -0.0020156  -0.02167531 ... -0.0127071   0.00795318
 -0.01658733]",,,Gene Symbol TEX46 Predicted to be integral component of membrane.,No Description
66,,Negative-Control,,,,,,,,ZKSCAN7,"[-0.00935241  0.00664     0.00541437 ... -0.00022458 -0.00176794
 -0.01365605]","[-0.04432957 -0.02601839  0.00408299 ... -0.00315235  0.00487271
 -0.00448277]",,,"Gene Symbol ZKSCAN7 Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be active in nucleus.",No Description
67,,Negative-Control,,,,,,,,FAM222A,"[-0.00257826 -0.00433823 -0.00883877 ... -0.01279491  0.00022951
 -0.00849387]","[-0.01801835 -0.01106156 -0.00023843 ... -0.01948434 -0.0022373
 -0.01142806]",,,Gene Symbol FAM222A,No Description
68,,Negative-Control,,,,,,,,SULT1A1,"[-0.01010898 -0.00122434  0.0103363  ... -0.02976533  0.00424885
 -0.00772214]","[-0.01661859  0.00425065  0.01216269 ... -0.03122441 -0.00457508
 -0.00374415]",,,"Gene Symbol SULT1A1 Sulfotransferase enzymes catalyze the sulfate conjugation of many hormones, neurotransmitters, drugs, and xenobiotic compounds. These cytosolic enzymes are different in their tissue distributions and substrate specificities. The gene structure (number and length of exons) is similar among family members. This gene encodes one of two phenol sulfotransferases with thermostable enzyme activity. Multiple alternatively spliced variants that encode two isoforms have been identified for this gene.",No Description
69,,Negative-Control,,,,,,,,PHAX,"[ 0.00292908 -0.02075185 -0.0088619  ... -0.00866744 -0.02580786
 -0.02200196]","[-0.04536921 -0.02829756 -0.01831323 ... -0.00391225 -0.01087671
 -0.01501529]",,,Gene Symbol PHAX Enables mRNA cap binding complex binding activity. Involved in RNA stabilization. Located in centrosome and nucleoplasm. Part of ribonucleoprotein complex.,No Description
70,,Negative-Control,,,,,,,,SNORD121B,"[-0.02175215 -0.0035061  -0.01112821 ... -0.00545507 -0.0057481
 -0.00734612]","[-0.04154848 -0.01889665  0.00027514 ... -0.00942821 -0.01518169
 -0.0038256 ]",,,Gene Symbol SNORD121B,No Description
71,,Negative-Control,,,,,,,,LINC02876,"[-0.02991189 -0.01067714  0.01747289 ... -0.02658687 -0.00794824
 -0.01043869]","[-0.0394615  -0.02104089  0.01514525 ... -0.02827288 -0.01445088
 -0.0091972 ]",,,Gene Symbol LINC02876,No Description
